user,hash,date,site_admin,day_of_week,period_of_day
ttaylorr,432edfedbf04d3ec5aaccac01d30e1e1396ad7ed,2017-01-11T22:32:33Z,TRUE,quarta-feira,"(14,15]"
ttaylorr,75788eecf6fb8393bb5159318780fa6172d383cc,2016-12-23T18:14:07Z,TRUE,sexta-feira,"(10,11]"
ttaylorr,961456e88f831608b3c43342ea536d7ebd5e1e68,2017-04-17T17:28:55Z,TRUE,segunda-feira,"(10,11]"
ttaylorr,a1b19cc560176c88cd7a0be2d857dc2e38c175c2,2017-03-15T20:43:09Z,TRUE,quarta-feira,"(13,14]"
ttaylorr,49de92bcc32ecc96e269ddb4a0827ab326ba5c73,2017-12-15T02:07:26Z,TRUE,sexta-feira,"(18,19]"
ttaylorr,35f66354929e3ce971192c9d2d47dbc3d4558e22,2017-07-05T21:00:03Z,TRUE,quarta-feira,"(14,15]"
ttaylorr,cf8709c18615a8cc337a179e3002df727332de0e,2017-08-25T18:48:33Z,TRUE,sexta-feira,"(11,12]"
ttaylorr,9a17bd26d49c93ced23afff713aeb9cd49f1e14f,2017-04-17T20:36:21Z,TRUE,segunda-feira,"(13,14]"
ttaylorr,169db73e2f10acd10b9a558aadb5b1f5b54c4b75,2017-05-10T15:18:31Z,TRUE,quarta-feira,"(8,9]"
ttaylorr,838c54a79fc9899651d285a1e3910d26de3f1f1d,2017-04-27T20:35:57Z,TRUE,quinta-feira,"(13,14]"
ttaylorr,9c5fe6326a22b38014d44c0fc2f0a76bd7b12fcd,2017-12-02T01:28:31Z,TRUE,sábado,"(17,18]"
ttaylorr,ac42f824306cae679db763d4dac68a0d5195d0e5,2017-02-17T00:38:15Z,TRUE,sexta-feira,"(16,17]"
ttaylorr,d1262e66a6f923c35bb86d5244acfa785ea38b8e,2017-06-19T20:14:40Z,TRUE,segunda-feira,"(13,14]"
ttaylorr,993fdc6f1e522e9bccbf809f770a85985307c3bc,2016-06-06T04:53:12Z,TRUE,segunda-feira,"(21,22]"
ttaylorr,da94a63a9d31efe2050faba6026e65d2de0988a5,2017-12-19T21:53:10Z,TRUE,terça-feira,"(13,14]"
ttaylorr,d0028c6e03198db0c7af57f3e4aa62a392b90c60,2016-07-28T20:56:14Z,TRUE,quinta-feira,"(13,14]"
ttaylorr,d665f7d725150761fe3b196da2c2d4448f7d2c61,2017-11-16T16:38:45Z,TRUE,quinta-feira,"(8,9]"
ttaylorr,e907739f6a6cc272383e868b9a487425a9571758,2016-12-15T17:35:42Z,TRUE,quinta-feira,"(9,10]"
ttaylorr,9087f2511f7a9290158d056de9d8ee43719105fa,2016-12-27T18:27:29Z,TRUE,terça-feira,"(10,11]"
ttaylorr,7e9700d9a7d9d540a8c0e8aef1d62e0d604b60ae,2017-05-04T17:21:15Z,TRUE,quinta-feira,"(10,11]"
ttaylorr,54a86992acacecad45b6cfd982eba5bc9825a371,2017-08-29T21:12:06Z,TRUE,terça-feira,"(14,15]"
ttaylorr,1ad9861343278124a3a962ee1e3db304c6a21c3a,2017-12-19T23:31:39Z,TRUE,terça-feira,"(15,16]"
ttaylorr,52b7f015f67becb10142f06328058b3dccc3416d,2016-08-04T20:41:04Z,TRUE,quinta-feira,"(13,14]"
ttaylorr,45e32b4282e157fe096c20c7efa1d2d96f3c185c,2017-02-18T20:22:49Z,TRUE,sábado,"(12,13]"
ttaylorr,b2eac6ff62e3f398194ec750f02afcbb727793ce,2018-02-08T01:46:27Z,TRUE,quinta-feira,"(17,18]"
ttaylorr,5581c1b8058b90554cb263767104b401ba869f8b,2017-03-06T20:10:33Z,TRUE,segunda-feira,"(12,13]"
ttaylorr,1d729a065974bcb27bceaff5ef9ead911885ca08,2016-10-24T19:42:12Z,TRUE,segunda-feira,"(12,13]"
ttaylorr,212dd0f2b1af771c80ae1b6a4204fc85b16368e8,2016-11-22T18:17:38Z,TRUE,terça-feira,"(10,11]"
ttaylorr,1654834630e974d845def98f46b0686a912dd359,2016-05-20T15:49:44Z,TRUE,sexta-feira,"(8,9]"
ttaylorr,faa3c2d80caa7598b67a06f7096a8b02fab4766a,2016-08-03T22:56:48Z,TRUE,quarta-feira,"(15,16]"
ttaylorr,6df0d95ed2bb7bb152d788b1a1ea22677827799f,2017-05-18T21:04:59Z,TRUE,quinta-feira,"(14,15]"
ttaylorr,295463b790b28b34f0a4d5b1fd5e5d93d61c2a01,2017-09-13T21:11:25Z,TRUE,quarta-feira,"(14,15]"
ttaylorr,6d5ef18381dac6d54d21b0b3ae2c7521f5e9293c,2017-07-31T17:47:13Z,TRUE,segunda-feira,"(10,11]"
ttaylorr,41fc3b0066d4092d49796bd01ad311b40e31a36d,2017-07-24T21:28:38Z,TRUE,segunda-feira,"(14,15]"
ttaylorr,e34f7b33e14451db947c3be628112c70618b8567,2016-07-05T19:46:32Z,TRUE,terça-feira,"(12,13]"
ttaylorr,3b8359719b9d01c858befd91ea7b6cc730a3fdcc,2016-11-17T23:03:59Z,TRUE,quinta-feira,"(15,16]"
ttaylorr,a213908aa5b7641de9533f0886fb86ca39020562,2015-08-27T21:22:48Z,TRUE,quinta-feira,"(14,15]"
ttaylorr,4a6fd165470ba5bc156b0aa5a41cbed8fa29725f,2017-05-25T20:57:36Z,TRUE,quinta-feira,"(13,14]"
ttaylorr,0100df951f075b67d866cfa44a5e97454abb3514,2017-12-01T17:40:22Z,TRUE,sexta-feira,"(9,10]"
ttaylorr,5c8c8512a507025fbb80ace5653b1c38813b2de2,2017-09-14T15:42:19Z,TRUE,quinta-feira,"(8,9]"
ttaylorr,43ceb988b47a418a7c0efbb316479140c48066db,2017-06-02T22:32:24Z,TRUE,sexta-feira,"(15,16]"
ttaylorr,609cdd51aa1cf379a90206fb896eaae0565b4645,2017-12-19T19:13:28Z,TRUE,terça-feira,"(11,12]"
ttaylorr,58f424f89ff105b336109821cd01d3b35e72ef81,2017-07-05T12:27:32Z,TRUE,quarta-feira,"(5,6]"
ttaylorr,34066887eb42ba5fbcce0efeabeb26335be9a468,2016-08-24T16:39:20Z,TRUE,quarta-feira,"(9,10]"
ttaylorr,0e1ded7683b96ac482e696eed579ec8417499742,2018-02-27T00:40:57Z,TRUE,terça-feira,"(16,17]"
ttaylorr,c9ea1be47c3d5b3e7fbe85102b07ef79c1d1f778,2016-11-17T23:15:28Z,TRUE,quinta-feira,"(15,16]"
ttaylorr,8c30f31490fa768b10914ef9a99fd558dafbf621,2017-08-08T17:10:26Z,TRUE,terça-feira,"(10,11]"
ttaylorr,bd2e1b27368745f4014a448c371fd72c658ef9d6,2017-06-10T01:09:54Z,TRUE,sábado,"(18,19]"
ttaylorr,dc0b3c60ad01b456f8cfbce3d28523632ed01571,2017-04-05T14:58:21Z,TRUE,quarta-feira,"(7,8]"
ttaylorr,5e4016d8fe75e93f9351a1505bae9113098ee724,2017-04-05T19:59:52Z,TRUE,quarta-feira,"(12,13]"
ttaylorr,5b573e2592fcb02774afe0ee85efe02bc90f2210,2017-06-13T20:52:08Z,TRUE,terça-feira,"(13,14]"
ttaylorr,d6af33d70e7c469506813cc70d35dfa2a2585a60,2017-06-05T21:31:02Z,TRUE,segunda-feira,"(14,15]"
ttaylorr,babb75609826ec1c0070a2795be4bffb01375c04,2017-06-19T20:29:36Z,TRUE,segunda-feira,"(13,14]"
ttaylorr,e7317855f5d485e9b044825ef9466983096b5fbe,2017-05-25T19:28:53Z,TRUE,quinta-feira,"(12,13]"
ttaylorr,d0452571ac2fe9d88ff065404bbeb470fb7c80ff,2017-06-16T16:46:18Z,TRUE,sexta-feira,"(9,10]"
ttaylorr,441f4836d0d118295a0ecacf3636b9d821518150,2017-06-13T20:02:43Z,TRUE,terça-feira,"(13,14]"
ttaylorr,bf36df4146f7f2d4e13b1698f96d4f57cc55b31e,2017-05-09T20:49:03Z,TRUE,terça-feira,"(13,14]"
ttaylorr,b635f030a6c7d438ad1215ae28cdc969ccbeafdd,2017-07-10T16:51:42Z,TRUE,segunda-feira,"(9,10]"
ttaylorr,ea60ea048d3845dcc7bd6b49342ee4b1787bf0c7,2016-07-05T23:38:54Z,TRUE,terça-feira,"(16,17]"
ttaylorr,2a17ee5c7867ebc0a1443b60788f4ae34aee2651,2018-02-27T00:16:40Z,TRUE,terça-feira,"(16,17]"
ttaylorr,dc353e932843189f114e1530053a7ee5e23b6f6d,2017-02-16T00:25:50Z,TRUE,quinta-feira,"(16,17]"
ttaylorr,aced46dfcebb365c961337f5cc5f435d95ee1111,2017-12-18T19:26:57Z,TRUE,segunda-feira,"(11,12]"
ttaylorr,ddf51c76acd6067d3cf6610c990814c16384d924,2016-11-09T00:50:52Z,TRUE,quarta-feira,"(16,17]"
ttaylorr,9d608d31daf14818be59193b3e20c71dc37568b5,2017-05-26T20:55:56Z,TRUE,sexta-feira,"(13,14]"
ttaylorr,1408c855c980cb3aa60ff41c0dd46853ec5ae846,2016-09-20T19:28:35Z,TRUE,terça-feira,"(12,13]"
ttaylorr,c22c48bb6471499f57ffbbe5dbfbaa6c1a1e9e35,2017-02-17T01:54:18Z,TRUE,sexta-feira,"(17,18]"
ttaylorr,11b8d1ff91e349b8e7537ca4fde35cc8fe1bdf0e,2017-06-09T23:33:18Z,TRUE,sexta-feira,"(16,17]"
ttaylorr,8888cd8183c8fc2d439a83af71df0b1c94ff3fef,2017-09-07T02:50:19Z,TRUE,quinta-feira,"(19,20]"
ttaylorr,ca31ac073abe9a133afc368692dbe30214687345,2017-06-14T17:38:15Z,TRUE,quarta-feira,"(10,11]"
ttaylorr,5ddb888574e232aad54b1013e367f5da742b6efa,2017-05-12T17:01:23Z,TRUE,sexta-feira,"(10,11]"
ttaylorr,a101e13cec7627c5b1e17639300b13c56d86a07b,2017-07-11T16:40:01Z,TRUE,terça-feira,"(9,10]"
ttaylorr,ab4afc5945f68db93dd904cee8f5d93ceed5ab57,2017-07-06T17:43:48Z,TRUE,quinta-feira,"(10,11]"
ttaylorr,f73fd2344f7eb911e3c711a0698b309a606e6b2d,2016-11-08T17:19:23Z,TRUE,terça-feira,"(9,10]"
ttaylorr,b65b905da19fe8f61f4cdafa28698df584694e06,2017-04-27T16:32:17Z,TRUE,quinta-feira,"(9,10]"
ttaylorr,06b4c1463df60e4c480ff6d9c14fd81fcada3c17,2016-09-27T23:15:40Z,TRUE,terça-feira,"(16,17]"
ttaylorr,60fdde31a4c1ac2d603ae876befac772b0695b00,2017-03-27T15:48:09Z,TRUE,segunda-feira,"(8,9]"
ttaylorr,8e24924fbb3120bee3c952ce6e7d7f807b1e9a73,2017-04-07T14:55:45Z,TRUE,sexta-feira,"(7,8]"
ttaylorr,72c15d28265a90fd81a15eb34878ae2f54c23f6e,2017-08-15T15:47:00Z,TRUE,terça-feira,"(8,9]"
ttaylorr,f09e5d41ee2a1be5980efeae4ab829482a60739b,2017-01-13T23:22:49Z,TRUE,sexta-feira,"(15,16]"
ttaylorr,5a03b05321a127070c1100bf8efc4691de0c7741,2016-11-18T18:21:09Z,TRUE,sexta-feira,"(10,11]"
ttaylorr,dba2821b4605b5e23c25d0dbaded99c43083aeba,2016-11-03T16:47:57Z,TRUE,quinta-feira,"(9,10]"
ttaylorr,1771b6c853ef0f004cdfd75ad0b5f9ff6985eae7,2017-04-27T21:07:41Z,TRUE,quinta-feira,"(14,15]"
ttaylorr,258032afb3605f79f98239a118a9f1e9231a3a74,2017-04-24T01:17:01Z,TRUE,segunda-feira,"(18,19]"
ttaylorr,40e833d625c4d01388711b26fdc92ddf9b7a218b,2017-06-15T20:33:34Z,TRUE,quinta-feira,"(13,14]"
ttaylorr,efe3b16ccd0b1cfec4c645f7eb6aabc8f842a5a8,2016-12-27T22:22:18Z,TRUE,terça-feira,"(14,15]"
ttaylorr,547749dd3ad466f937916d911d0eab73f9fca3b2,2017-06-09T23:40:42Z,TRUE,sexta-feira,"(16,17]"
ttaylorr,09c3438b4cbb857b6056a33a9de0790d888f6af2,2016-06-03T21:00:11Z,TRUE,sexta-feira,"(14,15]"
ttaylorr,948871a5016d51842bcd57cf0fa09c44b63342cf,2016-11-08T02:38:31Z,TRUE,terça-feira,"(18,19]"
ttaylorr,fc62f341832532504bc29da9e9f9ae82ed8e7e2a,2017-07-06T18:59:20Z,TRUE,quinta-feira,"(11,12]"
ttaylorr,db0c9196e3f14fbefd91d97d7acc989514626acd,2016-10-12T22:17:16Z,TRUE,quarta-feira,"(15,16]"
ttaylorr,eb6c4a3eb6d2174d9c0f4534a37ffb517e9ae69e,2016-10-14T20:56:56Z,TRUE,sexta-feira,"(13,14]"
ttaylorr,fd5b360ecbc108f1f34da8e1f8bec5face3532be,2017-12-14T17:28:44Z,TRUE,quinta-feira,"(9,10]"
ttaylorr,926d4a7e0111ff352ca1824851935ebb3d6d20e9,2016-10-28T20:57:43Z,TRUE,sexta-feira,"(13,14]"
ttaylorr,c5de28575e2e6b0b2b8fea9a7129ab47433e2ddc,2016-08-17T22:54:59Z,TRUE,quarta-feira,"(15,16]"
ttaylorr,1dc2b4730fd14dffc12e12f17fa91ca6ca88e0e3,2017-04-27T16:31:20Z,TRUE,quinta-feira,"(9,10]"
ttaylorr,e56d63064ce4c7e2d8899b2ccc5fc8185a3df663,2015-09-02T18:57:09Z,TRUE,quarta-feira,"(11,12]"
ttaylorr,75d7f1e2c27cec185b7174213a9bfbe31e79dd60,2018-05-02T20:47:35Z,TRUE,quarta-feira,"(13,14]"
ttaylorr,cd220894feaca25f61c468d573c4401441323100,2017-08-30T16:03:41Z,TRUE,quarta-feira,"(9,10]"
ttaylorr,b75ac1d6728bb6f78f8da7035391c0bfaeae66d1,2016-07-05T14:25:23Z,TRUE,terça-feira,"(7,8]"
ttaylorr,36a39b64bd66bb901c5be1d87f5c2eaf5305bbb4,2017-06-19T20:19:19Z,TRUE,segunda-feira,"(13,14]"
ttaylorr,a1dcde954364836e5fc697b6eb14e3c8f8301e5a,2017-04-10T17:30:35Z,TRUE,segunda-feira,"(10,11]"
ttaylorr,41196b9f4f0ab60fb2dfc71e20e0d3012309e589,2018-03-19T13:53:54Z,TRUE,segunda-feira,"(6,7]"
ttaylorr,23bef9286331eadc8e87a314113fed30304e1e20,2017-11-16T16:36:04Z,TRUE,quinta-feira,"(8,9]"
ttaylorr,d2f1802ecc14207cba59c04716570990919119c6,2017-06-07T21:35:12Z,TRUE,quarta-feira,"(14,15]"
ttaylorr,712769b37c610a88fae6a3ed104120c998b1ac77,2018-04-05T19:17:37Z,TRUE,quinta-feira,"(12,13]"
ttaylorr,a98f6a99be49c160730f80b12cb4c8717f1f90a7,2017-12-05T01:29:12Z,TRUE,terça-feira,"(17,18]"
ttaylorr,94fc09e94db3b7c3ee34aa6b8f116acb5423781a,2016-06-27T16:20:09Z,TRUE,segunda-feira,"(9,10]"
ttaylorr,e88b8f490b40916aa6a090c526e270b38223ba9a,2017-04-06T16:15:42Z,TRUE,quinta-feira,"(9,10]"
ttaylorr,7aeeec245c69984279fe2531b077e41e2d00ad74,2017-08-30T16:03:58Z,TRUE,quarta-feira,"(9,10]"
ttaylorr,5703b808220103063ededf5c6149c93201be9e07,2017-09-15T16:22:21Z,TRUE,sexta-feira,"(9,10]"
ttaylorr,edbbe1be6abcdbf3ffdfa9dabd82c57945f11661,2017-06-19T20:19:39Z,TRUE,segunda-feira,"(13,14]"
ttaylorr,7849ff3cad42e62341f91757a12f2447aecab81b,2016-05-20T15:16:20Z,TRUE,sexta-feira,"(8,9]"
ttaylorr,d4f39aef4ca3c4f66b4840bad41911471fc1be47,2017-11-22T22:25:38Z,TRUE,quarta-feira,"(14,15]"
ttaylorr,38417f3d974fa18e297a718f72d95cd9c9e063ff,2017-05-19T16:18:15Z,TRUE,sexta-feira,"(9,10]"
ttaylorr,23fb84ef13aacdc2efc3b9de079813c14f6838e9,2017-04-17T21:29:23Z,TRUE,segunda-feira,"(14,15]"
ttaylorr,a73a3c67a8da0749bdb82a852c2d6ecd62d04d1f,2016-12-15T20:20:41Z,TRUE,quinta-feira,"(12,13]"
ttaylorr,71b60d1b35194f9569bd00bedcb52bc31066ef5f,2017-11-28T03:31:32Z,TRUE,terça-feira,"(19,20]"
ttaylorr,1aab1d24df2ed5b1680d8178434fe43b45723e08,2018-03-19T17:30:45Z,TRUE,segunda-feira,"(10,11]"
ttaylorr,17f9ead05c0cf3fa81f3d5bbf55a7121b11359bb,2016-10-26T21:39:35Z,TRUE,quarta-feira,"(14,15]"
ttaylorr,a5c4e377815b19070d5dcd4c7b30c0d59641116b,2017-04-07T18:02:41Z,TRUE,sexta-feira,"(11,12]"
ttaylorr,3b9b0f2b7f9509b9bfbcc79bb2b44a9ac43d249c,2015-08-31T00:13:19Z,TRUE,segunda-feira,"(17,18]"
ttaylorr,b61a8d4524a625b506638f806edeeae6ca9ab187,2017-03-24T17:00:33Z,TRUE,sexta-feira,"(10,11]"
ttaylorr,e603e0fa33bb65a912c397f917047ef9b19df323,2017-06-09T20:40:24Z,TRUE,sexta-feira,"(13,14]"
ttaylorr,5e18bf73ce3e573556214e0a532a283005280d04,2016-07-01T19:46:04Z,TRUE,sexta-feira,"(12,13]"
ttaylorr,f72ca89f22e59a58b2b7e52329c9d5a01e2cdc21,2017-07-31T18:53:04Z,TRUE,segunda-feira,"(11,12]"
ttaylorr,c4d5f49515cbc62fdb11fda9871ac78dff8eed9b,2017-12-19T23:59:06Z,TRUE,terça-feira,"(15,16]"
ttaylorr,3147b5783a4c4834bd92765b1d31cbfa67338210,2016-11-03T00:23:59Z,TRUE,quinta-feira,"(17,18]"
ttaylorr,b244dd415773579ae97044fc1df874644e73f03e,2017-04-17T21:19:15Z,TRUE,segunda-feira,"(14,15]"
ttaylorr,6ffdf79aba0df7bc4b681b281fecbb61fb22f765,2017-08-14T20:23:30Z,TRUE,segunda-feira,"(13,14]"
ttaylorr,ef2b4d484574d9af83754938446d2f8093a2de56,2017-08-11T18:32:40Z,TRUE,sexta-feira,"(11,12]"
ttaylorr,8f6d448428c4bff987d3faa3c8c95765cc2345d1,2018-03-19T14:40:18Z,TRUE,segunda-feira,"(7,8]"
ttaylorr,bd06ae8aadda6a443a2d01165385531eb4fd8438,2017-09-07T20:38:19Z,TRUE,quinta-feira,"(13,14]"
ttaylorr,32e490cdae78fbed1054d3f441e08f0670abb48f,2017-02-21T21:07:08Z,TRUE,terça-feira,"(13,14]"
ttaylorr,480ec1b476f99f87a3fec23e711d85b820c1a0d3,2016-11-10T18:37:59Z,TRUE,quinta-feira,"(10,11]"
ttaylorr,fd837f452624c9f5af33a763d2dc79984ae42753,2017-06-07T17:42:58Z,TRUE,quarta-feira,"(10,11]"
ttaylorr,9dee264acb2f59c9e6cfe4d9fcb7ef313e2251e3,2017-06-05T18:25:05Z,TRUE,segunda-feira,"(11,12]"
ttaylorr,59eda37833f350a4a8215bfe5a6992a29c66a552,2016-09-12T21:02:52Z,TRUE,segunda-feira,"(14,15]"
ttaylorr,3bc685003e038c3cda3bdfe1fe5f1096dfd7af27,2017-08-29T18:22:39Z,TRUE,terça-feira,"(11,12]"
