id,state,user_opened,employee_open,user_closed,employee_closed,days_opened,number_of_comments,days_between_first_and_last_comment,days_first_comment_after_creation,days_last_comment_before_closed,days_opened_group,days_between_first_and_last_comment_group,days_first_comment_after_creation_group,days_last_comment_before_closed_group
1156,closed,tonybaloney,volunter,bkeepers,employee,413,1,0,413,0,"(365,Inf]",NA,"(365,Inf]",NA
1153,closed,twellspring,volunter,stale[bot],bot,443,5,434,0,8,"(365,Inf]","(365,Inf]",NA,"(1,30]"
1152,closed,marceloslacerda,volunter,bkeepers,employee,405,2,405,0,0,"(365,Inf]","(365,Inf]",NA,NA
1146,closed,khoi-thinh,volunter,khoi-thinh,volunter,12,0,null,null,null,"(1,30]",NA,NA,NA
1145,closed,khoi-thinh,volunter,khoi-thinh,volunter,12,0,null,null,null,"(1,30]",NA,NA,NA
1144,closed,dylanh724,volunter,bkeepers,employee,411,1,0,2,408,"(365,Inf]",NA,"(1,30]","(365,Inf]"
1143,closed,pchaigno,volunter,pchaigno,volunter,7,7,6,0,0,"(1,30]","(1,30]",NA,NA
1141,closed,portgasd666,volunter,bkeepers,employee,413,3,413,0,0,"(365,Inf]","(365,Inf]",NA,NA
1140,closed,vikaskedia,volunter,stale[bot],bot,530,5,522,0,7,"(365,Inf]","(365,Inf]",NA,"(1,30]"
1139,closed,KasperDeng,volunter,bkeepers,employee,428,1,0,428,0,"(365,Inf]",NA,"(365,Inf]",NA
1138,closed,gasolin,volunter,stale[bot],bot,559,20,541,11,7,"(365,Inf]","(365,Inf]","(1,30]","(1,30]"
1137,closed,fanhengxing,volunter,bkeepers,employee,426,3,405,21,0,"(365,Inf]","(365,Inf]","(1,30]",NA
1132,closed,jackolney,volunter,jackolney,volunter,453,4,0,453,0,"(365,Inf]",NA,"(365,Inf]",NA
1131,closed,preynal,volunter,technicalpickles,employee,468,3,464,4,0,"(365,Inf]","(365,Inf]","(1,30]",NA
1129,closed,john-grandy-opentable,volunter,stale[bot],bot,488,7,503,16,31,"(365,Inf]","(365,Inf]","(1,30]","(30,180]"
1126,closed,kengz,volunter,stale[bot],bot,495,3,484,1,8,"(365,Inf]","(365,Inf]","(0,1]","(1,30]"
1125,closed,astus08,volunter,technicalpickles,employee,5,3,3,2,0,"(1,30]","(1,30]","(1,30]",NA
1124,closed,chrispeterson3,volunter,chrispeterson3,volunter,21,4,344,21,344,"(1,30]","(180,365]","(1,30]","(180,365]"
1117,closed,kengz,volunter,kengz,volunter,0,2,0,0,0,NA,NA,NA,NA
1112,closed,clayreimann,volunter,stale[bot],bot,516,7,524,0,7,"(365,Inf]","(365,Inf]",NA,"(1,30]"
1108,closed,CezaryRynkowski,volunter,CezaryRynkowski,volunter,131,6,159,0,29,"(30,180]","(30,180]",NA,"(1,30]"
1107,closed,radeksimko,volunter,stale[bot],bot,518,4,507,2,8,"(365,Inf]","(365,Inf]","(1,30]","(1,30]"
1105,closed,gotchahn,volunter,bkeepers,employee,504,1,0,2,501,"(365,Inf]",NA,"(1,30]","(365,Inf]"
1102,closed,glensc,volunter,stale[bot],bot,537,3,507,20,8,"(365,Inf]","(365,Inf]","(1,30]","(1,30]"
1096,closed,viruscmd,volunter,technicalpickles,employee,28,0,null,null,null,"(1,30]",NA,NA,NA
1093,closed,pchaigno,volunter,stale[bot],bot,556,4,547,0,8,"(365,Inf]","(365,Inf]",NA,"(1,30]"
1089,closed,it33,volunter,technicalpickles,employee,61,4,60,0,0,"(30,180]","(30,180]",NA,NA
1088,closed,cycomachead,volunter,bkeepers,employee,528,5,527,1,0,"(365,Inf]","(365,Inf]","(0,1]",NA
1087,open,sankethkatta,volunter,stale[bot],bot,null,7,738,0,null,NA,"(365,Inf]",NA,NA
1086,closed,douglasduteil,volunter,technicalpickles,employee,67,11,67,0,0,"(30,180]","(30,180]",NA,NA
1085,closed,framerate,volunter,mose,volunter,547,8,529,17,0,"(365,Inf]","(365,Inf]","(1,30]",NA
1084,closed,ecerta,volunter,technicalpickles,employee,56,3,56,0,0,"(30,180]","(30,180]",NA,NA
1080,closed,sggncucumber,volunter,technicalpickles,employee,59,7,537,0,477,"(30,180]","(365,Inf]",NA,"(365,Inf]"
1079,closed,ravikiranj,volunter,technicalpickles,employee,196,3,0,0,196,"(180,365]",NA,NA,"(180,365]"
1078,closed,renanvicente,volunter,stale[bot],bot,582,16,573,0,8,"(365,Inf]","(365,Inf]",NA,"(1,30]"
1076,closed,jeremybras,volunter,technicalpickles,employee,67,1,0,0,67,"(30,180]",NA,NA,"(30,180]"
1075,closed,webhamm,volunter,stale[bot],bot,588,9,596,0,7,"(365,Inf]","(365,Inf]",NA,"(1,30]"
1072,closed,JensDebergh,volunter,JensDebergh,volunter,0,11,12,0,12,NA,"(1,30]",NA,"(1,30]"
1071,closed,joanrodriguez,volunter,technicalpickles,employee,74,2,33,40,0,"(30,180]","(30,180]","(30,180]",NA
1067,closed,webhamm,volunter,michaelansel,volunter,0,1,0,0,0,NA,NA,NA,NA
1064,closed,CrazyPython,volunter,technicalpickles,employee,99,1,0,99,0,"(30,180]",NA,"(30,180]",NA
1061,closed,jamespwright,volunter,bkeepers,employee,571,18,571,0,0,"(365,Inf]","(365,Inf]",NA,NA
1060,closed,ecnepsnai,volunter,technicalpickles,employee,95,1,0,95,0,"(30,180]",NA,"(30,180]",NA
1059,closed,lilnate22,volunter,mose,volunter,590,3,590,0,0,"(365,Inf]","(365,Inf]",NA,NA
1053,closed,callumacrae,volunter,bkeepers,employee,590,7,590,0,0,"(365,Inf]","(365,Inf]",NA,NA
1051,closed,cycomachead,volunter,stale[bot],bot,631,12,612,9,8,"(365,Inf]","(365,Inf]","(1,30]","(1,30]"
1047,closed,oinirio,volunter,oinirio,volunter,25,1,0,0,25,"(1,30]",NA,NA,"(1,30]"
1046,closed,praseodym,volunter,stale[bot],bot,722,5,591,123,7,"(365,Inf]","(365,Inf]","(30,180]","(1,30]"
1045,closed,WillPresley,volunter,WillPresley,volunter,0,2,0,0,0,NA,NA,NA,NA
1044,closed,denielleanne,volunter,mose,volunter,620,2,608,12,0,"(365,Inf]","(365,Inf]","(1,30]",NA
1040,closed,edc1591,volunter,edc1591,volunter,0,3,0,0,0,NA,NA,NA,NA
1036,closed,dcsan,volunter,stale[bot],bot,653,11,643,0,8,"(365,Inf]","(365,Inf]",NA,"(1,30]"
1034,closed,gerred,volunter,gerred,volunter,590,8,631,0,41,"(365,Inf]","(365,Inf]",NA,"(30,180]"
1027,closed,webhamm,volunter,webhamm,volunter,15,2,15,0,0,"(1,30]","(1,30]",NA,NA
1026,closed,kengz,volunter,stale[bot],bot,665,5,657,0,8,"(365,Inf]","(365,Inf]",NA,"(1,30]"
1024,closed,n0mer,volunter,technicalpickles,employee,1,4,1,0,1,"(0,1]","(0,1]",NA,"(0,1]"
1023,closed,jacobtomlinson,volunter,bkeepers,employee,628,7,627,0,0,"(365,Inf]","(365,Inf]",NA,NA
1022,closed,kengz,volunter,stale[bot],bot,670,6,656,4,8,"(365,Inf]","(365,Inf]","(1,30]","(1,30]"
1018,closed,ezgoodnight,volunter,ezgoodnight,volunter,0,5,0,0,0,NA,NA,NA,NA
1015,closed,vongohren,volunter,stale[bot],bot,677,3,665,3,8,"(365,Inf]","(365,Inf]","(1,30]","(1,30]"
1014,closed,mshwery,volunter,stale[bot],bot,680,7,671,0,8,"(365,Inf]","(365,Inf]",NA,"(1,30]"
1013,closed,wylieswanson,volunter,stale[bot],bot,681,14,671,1,8,"(365,Inf]","(365,Inf]","(0,1]","(1,30]"
1010,closed,kengz,volunter,mose,volunter,664,4,672,1,10,"(365,Inf]","(365,Inf]","(0,1]","(1,30]"
1009,closed,gavriguy,volunter,technicalpickles,employee,3,12,711,3,711,"(1,30]","(365,Inf]","(1,30]","(365,Inf]"
1008,closed,cycomachead,volunter,bhuga,volunter,0,4,0,0,0,NA,NA,NA,NA
1002,closed,sdimkov,volunter,technicalpickles,employee,51,0,null,null,null,"(30,180]",NA,NA,NA
1001,closed,wpmjones,volunter,wpmjones,volunter,4,2,0,13,9,"(1,30]",NA,"(1,30]","(1,30]"
998,closed,Chris911,volunter,michaelansel,volunter,0,2,7,0,7,NA,"(1,30]",NA,"(1,30]"
997,closed,sdimkov,volunter,stale[bot],bot,708,11,699,0,8,"(365,Inf]","(365,Inf]",NA,"(1,30]"
995,closed,Jaglag,volunter,michaelansel,volunter,4,4,1,2,0,"(1,30]","(0,1]","(1,30]",NA
992,closed,cycomachead,volunter,stale[bot],bot,712,1,0,1,711,"(365,Inf]",NA,"(0,1]","(365,Inf]"
990,closed,tylkas,volunter,michaelansel,volunter,17,3,10,7,0,"(1,30]","(1,30]","(1,30]",NA
989,closed,michaelansel,volunter,stale[bot],bot,716,0,null,null,null,"(365,Inf]",NA,NA,NA
988,closed,brpaz,volunter,mose,volunter,693,4,693,0,0,"(365,Inf]","(365,Inf]",NA,NA
987,closed,ianwesty,volunter,technicalpickles,employee,0,2,1,0,1,NA,"(0,1]",NA,"(0,1]"
985,closed,michaelansel,volunter,technicalpickles,employee,204,9,179,0,25,"(180,365]","(30,180]",NA,"(1,30]"
983,closed,jexe,volunter,michaelansel,volunter,9,1,0,0,9,"(1,30]",NA,NA,"(1,30]"
979,closed,NanoDami,volunter,technicalpickles,employee,8,6,8,0,0,"(1,30]","(1,30]",NA,NA
977,closed,jasonkarns,volunter,technicalpickles,employee,1,14,1,0,0,"(0,1]","(0,1]",NA,NA
976,closed,shaundon,volunter,stale[bot],bot,728,6,16,0,712,"(365,Inf]","(1,30]",NA,"(365,Inf]"
972,closed,Sing-Li,volunter,bhuga,volunter,0,2,0,0,0,NA,NA,NA,NA
963,closed,victorhooi,volunter,stale[bot],bot,733,7,12,3,718,"(365,Inf]","(1,30]","(1,30]","(365,Inf]"
957,closed,victorhooi,volunter,stale[bot],bot,735,1,0,1,733,"(365,Inf]",NA,"(0,1]","(365,Inf]"
954,closed,eliassal,volunter,stale[bot],bot,738,4,1,3,733,"(365,Inf]","(0,1]","(1,30]","(365,Inf]"
953,closed,sdimkov,volunter,bkeepers,employee,8,16,10,2,4,"(1,30]","(1,30]","(1,30]","(1,30]"
952,closed,victorhooi,volunter,stale[bot],bot,745,5,9,0,736,"(365,Inf]","(1,30]",NA,"(365,Inf]"
950,closed,ambikads,volunter,mose,volunter,724,6,728,5,9,"(365,Inf]","(365,Inf]","(1,30]","(1,30]"
948,closed,victorhooi,volunter,victorhooi,volunter,2,2,2,0,0,"(1,30]","(1,30]",NA,NA
946,closed,a-x-,volunter,technicalpickles,employee,0,1,0,0,0,NA,NA,NA,NA
941,closed,frdmn,volunter,bkeepers,employee,718,8,718,0,0,"(365,Inf]","(365,Inf]",NA,NA
940,closed,kasajian,volunter,bkeepers,employee,24,3,0,24,0,"(1,30]",NA,"(1,30]",NA
939,closed,cha55son,volunter,stale[bot],bot,840,4,818,15,7,"(365,Inf]","(365,Inf]","(1,30]","(1,30]"
934,closed,jelmersnoeck,volunter,technicalpickles,employee,31,3,0,31,0,"(30,180]",NA,"(30,180]",NA
932,closed,noahgrant,volunter,bkeepers,employee,34,6,34,0,0,"(30,180]","(30,180]",NA,NA
928,closed,ap13p,volunter,stale[bot],bot,771,1,0,0,771,"(365,Inf]",NA,NA,"(365,Inf]"
925,closed,tudorlesan,volunter,stale[bot],bot,776,12,90,0,686,"(365,Inf]","(30,180]",NA,"(365,Inf]"
923,closed,xrd,volunter,stale[bot],bot,779,7,655,115,8,"(365,Inf]","(365,Inf]","(30,180]","(1,30]"
919,closed,michaelansel,volunter,technicalpickles,employee,322,18,422,0,100,"(180,365]","(365,Inf]",NA,"(30,180]"
913,closed,jomo,volunter,technicalpickles,employee,1,1,0,1,0,"(0,1]",NA,"(0,1]",NA
912,closed,ezgoodnight,volunter,ezgoodnight,volunter,0,5,0,0,0,NA,NA,NA,NA
907,closed,BonaBeavis,volunter,BonaBeavis,volunter,0,2,0,0,0,NA,NA,NA,NA
902,closed,mvaneijgen,volunter,bkeepers,employee,76,2,69,7,0,"(30,180]","(30,180]","(1,30]",NA
896,closed,err0,volunter,technicalpickles,employee,6,0,null,null,null,"(1,30]",NA,NA,NA
894,closed,100ideas,volunter,technicalpickles,employee,6,6,6,0,0,"(1,30]","(1,30]",NA,NA
891,closed,fordlee404,volunter,technicalpickles,employee,0,8,5,0,4,NA,"(1,30]",NA,"(1,30]"
880,closed,victorhooi,volunter,stale[bot],bot,818,1,0,3,814,"(365,Inf]",NA,"(1,30]","(365,Inf]"
878,closed,victorhooi,volunter,technicalpickles,employee,85,1,0,4,80,"(30,180]",NA,"(1,30]","(30,180]"
875,closed,mal,volunter,stale[bot],bot,828,2,1,4,822,"(365,Inf]","(0,1]","(1,30]","(365,Inf]"
874,closed,abderrahmengharsallah,volunter,technicalpickles,employee,98,9,879,8,788,"(30,180]","(365,Inf]","(1,30]","(365,Inf]"
873,closed,michaelansel,volunter,technicalpickles,employee,818,3,818,0,0,"(365,Inf]","(365,Inf]",NA,NA
872,closed,michaelansel,volunter,technicalpickles,employee,820,2,820,0,0,"(365,Inf]","(365,Inf]",NA,NA
866,closed,michaeljhopkins,volunter,bkeepers,employee,825,8,825,0,0,"(365,Inf]","(365,Inf]",NA,NA
862,closed,cycomachead,volunter,stale[bot],bot,848,2,51,2,794,"(365,Inf]","(30,180]","(1,30]","(365,Inf]"
858,closed,michaelansel,volunter,stale[bot],bot,855,6,16,0,838,"(365,Inf]","(1,30]",NA,"(365,Inf]"
1414,closed,veganexe,volunter,veganexe,volunter,0,0,null,null,null,NA,NA,NA,NA
1413,closed,veganexe,volunter,veganexe,volunter,1,2,0,0,0,"(0,1]",NA,NA,NA
1412,closed,wickr-pak,volunter,wickr-pak,volunter,34,1,0,34,0,"(30,180]",NA,"(30,180]",NA
1410,closed,wijesharma,volunter,wijesharma,volunter,11,0,null,null,null,"(1,30]",NA,NA,NA
1409,open,uCreateStudio,volunter,null,volunter,null,1,0,0,null,NA,NA,NA,NA
1408,open,wmzy,volunter,null,volunter,null,0,null,null,null,NA,NA,NA,NA
1407,open,EbsrVlee,volunter,null,volunter,null,7,16,0,null,NA,"(1,30]",NA,NA
1406,open,jwbennet,volunter,null,volunter,null,2,0,23,null,NA,NA,"(1,30]",NA
1404,open,langsky,volunter,null,volunter,null,3,7,67,null,NA,"(1,30]","(30,180]",NA
1403,open,hparadiz,volunter,null,volunter,null,0,null,null,null,NA,NA,NA,NA
1402,closed,cirpo,volunter,cirpo,volunter,0,1,0,0,0,NA,NA,NA,NA
1401,open,PacMacCock,volunter,null,volunter,null,1,0,121,null,NA,NA,"(30,180]",NA
1400,open,rgomez90,volunter,null,volunter,null,2,0,34,null,NA,NA,"(30,180]",NA
1399,open,ronmshv,volunter,null,volunter,null,0,null,null,null,NA,NA,NA,NA
1398,open,PacMacCock,volunter,null,volunter,null,0,null,null,null,NA,NA,NA,NA
1397,open,MichaelMallett,volunter,null,volunter,null,1,0,24,null,NA,NA,"(1,30]",NA
1394,open,ardani,volunter,null,volunter,null,1,0,33,null,NA,NA,"(30,180]",NA
1393,closed,ardani,volunter,ardani,volunter,0,0,null,null,null,NA,NA,NA,NA
1392,closed,CharredCharry,volunter,mose,volunter,0,1,0,0,0,NA,NA,NA,NA
1389,closed,kemosabe73,volunter,stale[bot],bot,98,4,90,0,7,"(30,180]","(30,180]",NA,"(1,30]"
1388,open,strugee,volunter,null,volunter,null,8,90,0,null,NA,"(30,180]",NA,NA
1387,open,jairaman12,volunter,null,volunter,null,3,92,27,null,NA,"(30,180]","(1,30]",NA
1386,closed,mdouglass,volunter,stale[bot],bot,97,3,253,0,156,"(30,180]","(180,365]",NA,"(30,180]"
1385,closed,frozen1900,volunter,stale[bot],bot,97,1,0,90,7,"(30,180]",NA,"(30,180]","(1,30]"
1384,closed,andreash92,volunter,stale[bot],bot,97,4,174,0,77,"(30,180]","(30,180]",NA,"(30,180]"
851,closed,sommestad,volunter,stale[bot],bot,864,5,854,0,8,"(365,Inf]","(365,Inf]",NA,"(1,30]"
847,closed,brodock,volunter,technicalpickles,employee,861,11,855,5,0,"(365,Inf]","(365,Inf]","(1,30]",NA
846,closed,matsukaz,volunter,stale[bot],bot,875,3,30,0,845,"(365,Inf]","(1,30]",NA,"(365,Inf]"
845,closed,robert-rally,volunter,technicalpickles,employee,65,7,41,24,0,"(30,180]","(30,180]","(1,30]",NA
844,closed,jaxxstorm,volunter,jaxxstorm,volunter,1,3,0,0,0,"(0,1]",NA,NA,NA
843,closed,jakesyl,volunter,jakesyl,volunter,0,2,3,0,3,NA,"(1,30]",NA,"(1,30]"
838,closed,tomashley,volunter,technicalpickles,employee,39,12,39,0,0,"(30,180]","(30,180]",NA,NA
834,closed,kballard,volunter,kballard,volunter,4,4,3,1,0,"(1,30]","(1,30]","(0,1]",NA
833,closed,materechm,volunter,materechm,volunter,26,5,6,0,19,"(1,30]","(1,30]",NA,"(1,30]"
830,closed,8la,volunter,8la,volunter,0,1,0,0,0,NA,NA,NA,NA
829,closed,lajlev,volunter,technicalpickles,employee,12,6,12,0,0,"(1,30]","(1,30]",NA,NA
828,closed,mal,volunter,mal,volunter,25,11,25,0,0,"(1,30]","(1,30]",NA,NA
827,closed,mal,volunter,technicalpickles,employee,67,2,60,7,0,"(30,180]","(30,180]","(1,30]",NA
823,closed,lukerollans,volunter,stale[bot],bot,925,8,1028,9,112,"(365,Inf]","(365,Inf]","(1,30]","(30,180]"
822,closed,brianshumate,volunter,technicalpickles,employee,10,10,25,0,15,"(1,30]","(1,30]",NA,"(1,30]"
815,closed,bloo,volunter,technicalpickles,employee,212,2,0,1,210,"(180,365]",NA,"(0,1]","(180,365]"
813,closed,victorhooi,volunter,bkeepers,employee,934,5,934,0,0,"(365,Inf]","(365,Inf]",NA,NA
812,closed,albhardy,volunter,albhardy,volunter,0,18,218,0,217,NA,"(180,365]",NA,"(180,365]"
811,closed,trusktr,volunter,technicalpickles,employee,0,5,0,0,0,NA,NA,NA,NA
799,closed,XiaokunHou,volunter,mose,volunter,933,5,929,4,0,"(365,Inf]","(365,Inf]","(1,30]",NA
798,closed,jimcortez,volunter,jimcortez,volunter,0,4,0,0,0,NA,NA,NA,NA
787,closed,victorhooi,volunter,mose,volunter,945,4,971,2,29,"(365,Inf]","(365,Inf]","(1,30]","(1,30]"
785,closed,kevinsimper,volunter,technicalpickles,employee,238,2,0,0,236,"(180,365]",NA,NA,"(180,365]"
783,closed,martinb3,volunter,martinb3,volunter,0,2,0,0,0,NA,NA,NA,NA
781,closed,epinault,volunter,technicalpickles,employee,80,4,87,0,7,"(30,180]","(30,180]",NA,"(1,30]"
780,closed,victorhooi,volunter,bkeepers,employee,942,4,940,1,0,"(365,Inf]","(365,Inf]","(0,1]",NA
779,closed,kmanzana,volunter,technicalpickles,employee,31,27,31,0,0,"(30,180]","(30,180]",NA,NA
778,closed,victorhooi,volunter,technicalpickles,employee,375,11,375,0,0,"(365,Inf]","(365,Inf]",NA,NA
774,closed,victorhooi,volunter,victorhooi,volunter,6,2,6,0,0,"(1,30]","(1,30]",NA,NA
771,closed,njia,volunter,mose,volunter,963,8,1025,90,153,"(365,Inf]","(365,Inf]","(30,180]","(30,180]"
768,closed,michaelansel,volunter,technicalpickles,employee,979,10,946,33,0,"(365,Inf]","(365,Inf]","(30,180]",NA
766,closed,lukerollans,volunter,technicalpickles,employee,0,1,0,0,0,NA,NA,NA,NA
765,closed,lukerollans,volunter,technicalpickles,employee,0,5,712,0,712,NA,"(365,Inf]",NA,"(365,Inf]"
763,closed,l8nite,volunter,l8nite,volunter,7,2,6,0,0,"(1,30]","(1,30]",NA,NA
760,closed,apritykin,volunter,technicalpickles,employee,0,1,0,0,0,NA,NA,NA,NA
759,closed,bouzuya,volunter,technicalpickles,employee,52,4,30,1,20,"(30,180]","(1,30]","(0,1]","(1,30]"
758,closed,owenconti,volunter,owenconti,volunter,0,2,1,0,1,NA,"(0,1]",NA,"(0,1]"
757,closed,dkovar,volunter,mose,volunter,982,6,981,0,0,"(365,Inf]","(365,Inf]",NA,NA
753,closed,tspascoal,volunter,technicalpickles,employee,0,1,0,0,0,NA,NA,NA,NA
751,closed,ghost,volunter,null,volunter,6,9,5,1,0,"(1,30]","(1,30]","(0,1]",NA
742,open,bfirsh,volunter,null,volunter,null,7,1342,10,null,NA,"(365,Inf]","(1,30]",NA
741,closed,Jaglag,volunter,technicalpickles,employee,8,1,0,8,0,"(1,30]",NA,"(1,30]",NA
740,closed,huafu,volunter,technicalpickles,employee,8,3,6,1,0,"(1,30]","(1,30]","(0,1]",NA
739,closed,erikcox,volunter,technicalpickles,employee,14,5,21,3,11,"(1,30]","(1,30]","(1,30]","(1,30]"
738,closed,dblandin,volunter,dblandin,volunter,137,4,133,3,0,"(30,180]","(30,180]","(1,30]",NA
735,closed,kvish,volunter,technicalpickles,employee,151,2,146,5,0,"(30,180]","(30,180]","(1,30]",NA
734,closed,Neoanarika,volunter,technicalpickles,employee,9,4,8,1,0,"(1,30]","(1,30]","(0,1]",NA
733,closed,johnhammerlund,volunter,technicalpickles,employee,37,1,0,37,0,"(30,180]",NA,"(30,180]",NA
731,closed,juanpaulo,volunter,michaelansel,volunter,329,11,243,0,85,"(180,365]","(180,365]",NA,"(30,180]"
729,closed,tobiasahlin,volunter,technicalpickles,employee,0,0,null,null,null,NA,NA,NA,NA
728,closed,stresler,volunter,stresler,volunter,251,16,250,0,0,"(180,365]","(180,365]",NA,NA
727,closed,stresler,volunter,technicalpickles,employee,687,12,687,0,0,"(365,Inf]","(365,Inf]",NA,NA
725,closed,Anuj16,volunter,technicalpickles,employee,177,3,175,1,0,"(30,180]","(30,180]","(0,1]",NA
721,closed,Vadi,volunter,Vadi,volunter,4,4,3,0,0,"(1,30]","(1,30]",NA,NA
716,closed,liku,volunter,liku,volunter,13,6,10,2,0,"(1,30]","(1,30]","(1,30]",NA
711,closed,spudfkc,volunter,spudfkc,volunter,0,1,0,0,0,NA,NA,NA,NA
707,closed,apritykin,volunter,technicalpickles,employee,380,6,0,0,380,"(365,Inf]",NA,NA,"(365,Inf]"
706,closed,ductapehondo,volunter,bkeepers,employee,380,3,380,0,0,"(365,Inf]","(365,Inf]",NA,NA
705,closed,rjhornsby,volunter,technicalpickles,employee,18,1,0,18,0,"(1,30]",NA,"(1,30]",NA
694,closed,rachitgarg,volunter,technicalpickles,employee,411,7,411,0,0,"(365,Inf]","(365,Inf]",NA,NA
692,closed,JoshCheez,volunter,technicalpickles,employee,405,1,0,21,383,"(365,Inf]",NA,"(1,30]","(365,Inf]"
691,closed,JoshCheez,volunter,technicalpickles,employee,408,7,408,0,0,"(365,Inf]","(365,Inf]",NA,NA
683,closed,sobrinho,volunter,stale[bot],bot,1238,10,1230,0,7,"(365,Inf]","(365,Inf]",NA,"(1,30]"
681,closed,695215742,volunter,technicalpickles,employee,0,4,0,0,0,NA,NA,NA,NA
680,closed,rachitgarg,volunter,technicalpickles,employee,424,1,0,424,0,"(365,Inf]",NA,"(365,Inf]",NA
679,closed,695215742,volunter,technicalpickles,employee,424,2,423,0,0,"(365,Inf]","(365,Inf]",NA,NA
675,closed,hbrls,volunter,technicalpickles,employee,6,3,13,6,13,"(1,30]","(1,30]","(1,30]","(1,30]"
673,closed,ajkerr,volunter,technicalpickles,employee,8,5,8,0,0,"(1,30]","(1,30]",NA,NA
662,closed,atmos,volunter,atmos,volunter,0,2,0,0,0,NA,NA,NA,NA
659,closed,patcon,volunter,patcon,volunter,0,3,12,0,12,NA,"(1,30]",NA,"(1,30]"
658,closed,patcon,volunter,patcon,volunter,0,1,0,0,0,NA,NA,NA,NA
657,closed,Jaglag,volunter,Jaglag,volunter,3,4,0,0,2,"(1,30]",NA,NA,"(1,30]"
653,closed,ppatarinski,volunter,stale[bot],bot,1206,8,359,0,847,"(365,Inf]","(180,365]",NA,"(365,Inf]"
652,closed,ppatarinski,volunter,technicalpickles,employee,1193,3,1192,0,0,"(365,Inf]","(365,Inf]",NA,NA
651,closed,jbernsie,volunter,technicalpickles,employee,489,28,1213,0,723,"(365,Inf]","(365,Inf]",NA,"(365,Inf]"
648,closed,ppatarinski,volunter,stale[bot],bot,1377,19,1370,0,7,"(365,Inf]","(365,Inf]",NA,"(1,30]"
647,closed,larrycai,volunter,atmos,volunter,19,5,18,0,0,"(1,30]","(1,30]",NA,NA
645,closed,ericky,volunter,technicalpickles,employee,2,1,0,2,0,"(1,30]",NA,"(1,30]",NA
644,closed,AlexSneedMiller,volunter,AlexSneedMiller,volunter,3,5,195,0,192,"(1,30]","(180,365]",NA,"(180,365]"
643,closed,Winor,volunter,technicalpickles,employee,0,14,512,0,512,NA,"(365,Inf]",NA,"(365,Inf]"
638,closed,gabebw,volunter,gabebw,volunter,0,1,0,0,0,NA,NA,NA,NA
630,closed,VenetianT,volunter,technicalpickles,employee,349,9,349,0,0,"(180,365]","(180,365]",NA,NA
623,closed,xhan,volunter,xhan,volunter,0,1,0,0,0,NA,NA,NA,NA
622,closed,ChristianGaertner,volunter,technicalpickles,employee,520,8,520,0,0,"(365,Inf]","(365,Inf]",NA,NA
619,closed,mdarveau,volunter,stale[bot],bot,1269,11,1259,0,8,"(365,Inf]","(365,Inf]",NA,"(1,30]"
