id,state,user,employee_open,user_closed,employee_merged,days_opened,number_of_comments,days_between_first_and_last_comment,days_first_comment_after_creation,days_last_comment_before_closed,days_opened_group,days_between_first_and_last_comment_group,days_first_comment_after_creation_group,days_last_comment_before_closed_group
1005,closed,bkeepers,employee,bkeepers,employee,11,0,null,null,null,"(1,30]",NA,NA,NA
1033,closed,bkeepers,employee,technicalpickles,employee,2,0,null,null,null,"(1,30]",NA,NA,NA
1035,closed,technicalpickles,employee,technicalpickles,employee,0,0,null,null,null,NA,NA,NA,NA
1052,closed,technicalpickles,employee,technicalpickles,employee,126,0,null,null,null,"(30,180]",NA,NA,NA
1069,closed,technicalpickles,employee,bhuga,volunter,22,0,null,null,null,"(1,30]",NA,NA,NA
1109,closed,technicalpickles,employee,technicalpickles,employee,11,1,0,55,44,"(1,30]",NA,"(30,180]","(30,180]"
1110,closed,technicalpickles,employee,null,volunter,581,2,0,55,525,"(365,Inf]",NA,"(30,180]","(365,Inf]"
1111,closed,technicalpickles,employee,technicalpickles,employee,11,0,null,null,null,"(1,30]",NA,NA,NA
1114,closed,technicalpickles,employee,technicalpickles,employee,0,0,null,null,null,NA,NA,NA,NA
1120,closed,technicalpickles,employee,technicalpickles,employee,0,0,null,null,null,NA,NA,NA,NA
1121,closed,technicalpickles,employee,technicalpickles,employee,0,0,null,null,null,NA,NA,NA,NA
1133,closed,technicalpickles,employee,technicalpickles,employee,8,0,null,null,null,"(1,30]",NA,NA,NA
1185,closed,technicalpickles,employee,technicalpickles,employee,0,0,null,null,null,NA,NA,NA,NA
1309,closed,benbalter,employee,benbalter,employee,4,0,null,null,null,"(1,30]",NA,NA,NA
1312,closed,bkeepers,employee,bkeepers,employee,0,0,null,null,null,NA,NA,NA,NA
1320,closed,bkeepers,employee,bkeepers,employee,0,0,null,null,null,NA,NA,NA,NA
1321,closed,bkeepers,employee,bkeepers,employee,0,0,null,null,null,NA,NA,NA,NA
1323,closed,bkeepers,employee,bkeepers,employee,0,1,0,0,0,NA,NA,NA,NA
1326,closed,bkeepers,employee,mose,volunter,1,4,0,0,0,"(0,1]",NA,NA,NA
1328,closed,technicalpickles,employee,mose,volunter,0,0,null,null,null,NA,NA,NA,NA
1334,closed,LindseyB,employee,bkeepers,employee,0,0,null,null,null,NA,NA,NA,NA
1335,closed,bkeepers,employee,bkeepers,employee,10,0,null,null,null,"(1,30]",NA,NA,NA
1336,closed,bkeepers,employee,bkeepers,employee,0,0,null,null,null,NA,NA,NA,NA
1337,closed,bkeepers,employee,bkeepers,employee,0,0,null,null,null,NA,NA,NA,NA
1340,closed,bkeepers,employee,bkeepers,employee,0,3,1,1,2,NA,"(0,1]","(0,1]","(1,30]"
1343,closed,bkeepers,employee,bkeepers,employee,0,3,0,0,0,NA,NA,NA,NA
1344,closed,bkeepers,employee,bkeepers,employee,3,0,null,null,null,"(1,30]",NA,NA,NA
1353,closed,technicalpickles,employee,technicalpickles,employee,6,0,null,null,null,"(1,30]",NA,NA,NA
1366,closed,technicalpickles,employee,null,volunter,98,7,0,0,97,"(30,180]",NA,NA,"(30,180]"
141,closed,cadwallion,employee,tombell,volunter,0,0,null,null,null,NA,NA,NA,NA
1416,open,mistydemeo,employee,null,volunter,null,0,null,null,null,NA,NA,NA,NA
1426,closed,MikeMcQuaid,employee,bkeepers,employee,0,0,null,null,null,NA,NA,NA,NA
1444,open,brntbeer,employee,null,volunter,null,0,null,null,null,NA,NA,NA,NA
21,closed,skalnik,employee,atmos,volunter,0,0,null,null,null,NA,NA,NA,NA
220,closed,sbryant,employee,tombell,volunter,41,0,null,null,null,"(30,180]",NA,NA,NA
224,closed,kevinsawicki,employee,atmos,volunter,0,0,null,null,null,NA,NA,NA,NA
243,closed,sbryant,employee,atmos,volunter,0,0,null,null,null,NA,NA,NA,NA
261,closed,jonmagic,employee,tombell,volunter,0,0,null,null,null,NA,NA,NA,NA
285,closed,technicalpickles,employee,tombell,volunter,0,0,null,null,null,NA,NA,NA,NA
290,closed,technicalpickles,employee,atmos,volunter,7,0,null,null,null,"(1,30]",NA,NA,NA
291,closed,technicalpickles,employee,atmos,volunter,0,0,null,null,null,NA,NA,NA,NA
298,closed,technicalpickles,employee,tombell,volunter,0,0,null,null,null,NA,NA,NA,NA
299,closed,technicalpickles,employee,tombell,volunter,0,0,null,null,null,NA,NA,NA,NA
334,closed,keithduncan,employee,tombell,volunter,146,0,null,null,null,"(30,180]",NA,NA,NA
35,closed,jnewland,employee,atmos,volunter,0,0,null,null,null,NA,NA,NA,NA
40,closed,jnewland,employee,atmos,volunter,0,0,null,null,null,NA,NA,NA,NA
429,closed,technicalpickles,employee,technicalpickles,employee,131,25,1,130,0,"(30,180]","(0,1]","(30,180]",NA
432,closed,technicalpickles,employee,atmos,volunter,0,0,null,null,null,NA,NA,NA,NA
491,closed,brntbeer,employee,tombell,volunter,0,4,0,0,0,NA,NA,NA,NA
532,closed,technicalpickles,employee,technicalpickles,employee,0,0,null,null,null,NA,NA,NA,NA
533,closed,technicalpickles,employee,technicalpickles,employee,0,0,null,null,null,NA,NA,NA,NA
539,closed,technicalpickles,employee,technicalpickles,employee,0,0,null,null,null,NA,NA,NA,NA
585,closed,simonsj,employee,tombell,volunter,0,0,null,null,null,NA,NA,NA,NA
592,closed,mgriffin,employee,technicalpickles,employee,0,0,null,null,null,NA,NA,NA,NA
601,closed,technicalpickles,employee,technicalpickles,employee,4,0,null,null,null,"(1,30]",NA,NA,NA
624,closed,technicalpickles,employee,technicalpickles,employee,0,0,null,null,null,NA,NA,NA,NA
625,closed,technicalpickles,employee,technicalpickles,employee,0,0,null,null,null,NA,NA,NA,NA
627,closed,technicalpickles,employee,technicalpickles,employee,0,0,null,null,null,NA,NA,NA,NA
689,closed,technicalpickles,employee,technicalpickles,employee,0,0,null,null,null,NA,NA,NA,NA
699,closed,technicalpickles,employee,technicalpickles,employee,0,0,null,null,null,NA,NA,NA,NA
700,closed,technicalpickles,employee,null,volunter,1103,0,null,null,null,"(365,Inf]",NA,NA,NA
701,closed,technicalpickles,employee,technicalpickles,employee,0,0,null,null,null,NA,NA,NA,NA
702,closed,technicalpickles,employee,technicalpickles,employee,0,0,null,null,null,NA,NA,NA,NA
