id,state,user_opened,employee_open,user_closed,employee_closed,days_opened,number_of_comments,days_between_first_and_last_comment,days_first_comment_after_creation,days_last_comment_before_closed,days_opened_group,days_between_first_and_last_comment_group,days_first_comment_after_creation_group,days_last_comment_before_closed_group
1118,closed,pholleran,employee,technicalpickles,employee,0,9,606,0,606,NA,"(365,Inf]",NA,"(365,Inf]"
1113,closed,technicalpickles,employee,stale[bot],bot,516,1,0,507,8,"(365,Inf]",NA,"(365,Inf]","(1,30]"
1100,closed,technicalpickles,employee,technicalpickles,employee,33,2,33,0,0,"(30,180]","(30,180]",NA,NA
1098,open,technicalpickles,employee,stale[bot],bot,null,5,531,0,null,NA,"(365,Inf]",NA,NA
1082,open,technicalpickles,employee,stale[bot],bot,null,4,582,0,null,NA,"(365,Inf]",NA,NA
1070,closed,technicalpickles,employee,michaelansel,volunter,3,2,3,0,0,"(1,30]","(1,30]",NA,NA
1063,open,technicalpickles,employee,stale[bot],bot,null,5,916,0,null,NA,"(365,Inf]",NA,NA
1062,closed,technicalpickles,employee,stale[bot],bot,713,6,614,92,7,"(365,Inf]","(365,Inf]","(30,180]","(1,30]"
1058,closed,technicalpickles,employee,stale[bot],bot,621,1,0,612,8,"(365,Inf]",NA,"(365,Inf]","(1,30]"
1057,open,technicalpickles,employee,stale[bot],bot,null,9,37,612,null,NA,"(30,180]","(365,Inf]",NA
1055,closed,technicalpickles,employee,technicalpickles,employee,639,7,632,0,6,"(365,Inf]","(365,Inf]",NA,"(1,30]"
968,closed,technicalpickles,employee,stale[bot],bot,730,2,8,0,721,"(365,Inf]","(1,30]",NA,"(365,Inf]"
965,open,technicalpickles,employee,stale[bot],bot,null,12,736,5,null,NA,"(365,Inf]","(1,30]",NA
960,closed,bkeepers,employee,bkeepers,employee,1,1,0,1,0,"(0,1]",NA,"(0,1]",NA
916,closed,technicalpickles,employee,gjtorikian,employee,62,8,59,2,0,"(30,180]","(30,180]","(1,30]",NA
904,closed,technicalpickles,employee,stale[bot],bot,807,1,0,1,806,"(365,Inf]",NA,"(0,1]","(365,Inf]"
901,closed,technicalpickles,employee,technicalpickles,employee,82,5,82,0,0,"(30,180]","(30,180]",NA,NA
895,closed,technicalpickles,employee,technicalpickles,employee,799,2,705,93,0,"(365,Inf]","(365,Inf]","(30,180]",NA
826,closed,technicalpickles,employee,technicalpickles,employee,97,2,25,0,72,"(30,180]","(1,30]",NA,"(30,180]"
804,closed,technicalpickles,employee,stale[bot],bot,955,6,237,26,691,"(365,Inf]","(180,365]","(1,30]","(365,Inf]"
786,closed,technicalpickles,employee,technicalpickles,employee,177,4,51,125,0,"(30,180]","(30,180]","(30,180]",NA
767,closed,technicalpickles,employee,stale[bot],bot,1167,8,1160,0,7,"(365,Inf]","(365,Inf]",NA,"(1,30]"
719,closed,technicalpickles,employee,technicalpickles,employee,34,1,0,0,34,"(30,180]",NA,NA,"(30,180]"
713,closed,technicalpickles,employee,technicalpickles,employee,49,6,49,0,0,"(30,180]","(30,180]",NA,NA
704,closed,technicalpickles,employee,stale[bot],bot,1199,3,101,1091,7,"(365,Inf]","(30,180]","(365,Inf]","(1,30]"
669,closed,jameswhite,employee,bhuga,volunter,0,2,0,0,0,NA,NA,NA,NA
664,closed,parkr,employee,technicalpickles,employee,292,7,271,0,20,"(180,365]","(180,365]",NA,"(1,30]"
621,closed,technicalpickles,employee,mose,volunter,1239,3,1239,0,0,"(365,Inf]","(365,Inf]",NA,NA
588,closed,jnunemaker,employee,technicalpickles,employee,0,1,0,0,0,NA,NA,NA,NA
1363,closed,technicalpickles,employee,gr2m,volunter,0,3,0,0,0,NA,NA,NA,NA
1355,closed,technicalpickles,employee,gr2m,volunter,5,9,37,0,32,"(1,30]","(30,180]",NA,"(30,180]"
531,closed,technicalpickles,employee,technicalpickles,employee,18,1,0,18,0,"(1,30]",NA,"(1,30]",NA
519,closed,technicalpickles,employee,technicalpickles,employee,5,10,5,0,0,"(1,30]","(1,30]",NA,NA
499,closed,parkr,employee,parkr,employee,0,5,0,0,0,NA,NA,NA,NA
488,closed,johndbritton,employee,atmos,volunter,0,7,0,0,0,NA,NA,NA,NA
442,closed,technicalpickles,employee,tombell,volunter,183,11,183,0,0,"(180,365]","(180,365]",NA,NA
372,closed,parkr,employee,tombell,volunter,38,9,38,0,0,"(30,180]","(30,180]",NA,NA
357,closed,technicalpickles,employee,atmos,volunter,45,1,0,45,0,"(30,180]",NA,"(30,180]",NA
306,closed,technicalpickles,employee,tombell,volunter,8,5,7,0,0,"(1,30]","(1,30]",NA,NA
295,closed,technicalpickles,employee,tombell,volunter,0,4,0,0,0,NA,NA,NA,NA
1327,open,bkeepers,employee,null,volunter,null,12,120,0,null,NA,"(30,180]",NA,NA
1322,closed,bkeepers,employee,bkeepers,employee,7,3,6,1,0,"(1,30]","(1,30]","(0,1]",NA
205,closed,skalnik,employee,skalnik,employee,0,6,0,0,0,NA,NA,NA,NA
203,closed,skalnik,employee,skalnik,employee,0,4,0,0,0,NA,NA,NA,NA
10,closed,mtodd,employee,atmos,volunter,24,3,0,0,24,"(1,30]",NA,NA,"(1,30]"
9,closed,mtodd,employee,mtodd,employee,0,3,0,0,0,NA,NA,NA,NA
1210,closed,technicalpickles,employee,technicalpickles,employee,256,1,0,2,254,"(180,365]",NA,"(1,30]","(180,365]"
