id, state, user, employee_open, user_closed, employee_merged, days_opened, number_of_comments, days_between_first_and_last_comment, days_first_comment_after_creation, days_last_comment_before_closed
6144,closed,zcbenz,employee,zcbenz,employee,0,0,null,null,null
6145,closed,zcbenz,employee,zcbenz,employee,0,0,null,null,null
6147,closed,zcbenz,employee,zcbenz,employee,0,0,null,null,null
6150,closed,CharlieHess,volunter,zcbenz,employee,0,0,null,null,null
6151,closed,kevinsawicki,employee,zcbenz,employee,0,1,0,0,0
6154,closed,kevinsawicki,employee,kevinsawicki,employee,0,1,0,0,0
6159,closed,zcbenz,employee,zcbenz,employee,0,0,null,null,null
6160,closed,zcbenz,employee,zcbenz,employee,0,0,null,null,null
6161,closed,zcbenz,employee,zcbenz,employee,0,0,null,null,null
6164,closed,brenca,volunter,zcbenz,employee,4,3,0,0,4
